,Requirment
8589,234
8590,17
8591,15
8592,94
8593,109
8594,119
8595,130
8596,31
8597,55
8598,63
8599,65
8600,116
8601,119
8602,17
8603,63
8604,87
8605,116
8606,119
8607,123
8608,15
8609,87
8610,102
8611,123
8612,122
8613,130
8614,64
8615,50
8616,119
8617,189
8618,184
8619,234
8620,39
8621,136
8622,248
8623,273
8624,7
8625,13
8626,245
8627,244
8628,24
8629,15
8630,31
8631,63
8632,97
8633,100
8634,80
8635,90
8636,120
8637,123
8638,227
8639,232
8640,4
8641,63
8642,84
8643,81
8644,119
8645,114
8646,33
8647,41
8648,73
8649,89
8650,119
8651,123
8652,86
8653,116
8654,157
8655,241
8656,24
8657,31
8658,35
8659,36
8660,84
8661,94
8662,16
8663,13
8664,24
8665,55
8666,63
8667,119
8668,41
8669,73
8670,81
8671,119
8672,123
8673,248
8674,4
8675,36
8676,84
8677,80
8678,86
8679,90
8680,42
8681,84
8682,88
8683,119
8684,266
8685,91
8686,107
8687,120
8688,166
8689,256
8690,17
8691,13
8692,15
8693,31
8694,35
8695,43
8696,16
8697,63
8698,65
8699,80
8700,81
8701,91
8702,16
8703,24
8704,31
8705,46
8706,63
8707,84
8708,63
8709,116
8710,120
8711,227
8712,233
8713,238
8714,24
8715,31
8716,43
8717,58
8718,85
8719,86
8720,20
8721,41
8722,73
8723,84
8724,116
8725,123
8726,24
8727,15
8728,63
8729,97
8730,189
8731,184
8732,15
8733,35
8734,63
8735,130
8736,263
8737,256
8738,23
8739,15
8740,31
8741,46
8742,63
8743,50
8744,84
8745,80
8746,238
8747,256
8748,269
8749,24
8750,91
8751,119
8752,120
8753,264
8754,273
8755,4
8756,33
8757,122
8758,147
8759,193
8760,238
8761,23
8762,15
8763,31
8764,46
8765,63
8766,50
8767,16
8768,24
8769,15
8770,55
8771,63
8772,97
8773,43
8774,88
8775,114
8776,227
8777,234
8778,239
8779,24
8780,58
8781,80
8782,85
8783,120
8784,165
8785,16
8786,35
8787,55
8788,62
8789,63
8790,84
8791,46
8792,63
8793,100
8794,102
8795,119
8796,125
8797,70
8798,84
8799,97
8800,119
8801,130
8802,142
8803,16
8804,24
8805,31
8806,33
8807,40
8808,64
8809,16
8810,15
8811,64
8812,49
8813,97
8814,102
8815,16
8816,33
8817,46
8818,98
8819,137
8820,147
8821,16
8822,19
8823,13
8824,24
8825,15
8826,31
8827,16
8828,24
8829,55
8830,63
8831,97
8832,119
8833,232
8834,280
8835,16
8836,24
8837,119
8838,114
8839,120
8840,123
8841,63
8842,84
8843,119
8844,123
8845,180
8846,216
8847,46
8848,63
8849,100
8850,102
8851,119
8852,125
8853,16
8854,35
8855,46
8856,102
8857,119
8858,114
8859,65
8860,84
8861,97
8862,135
8863,189
8864,192
8865,89
8866,90
8867,119
8868,123
8869,189
8870,184
8871,24
8872,74
8873,93
8874,104
8875,177
8876,180
8877,63
8878,81
8879,87
8880,97
8881,114
8882,189
8883,58
8884,65
8885,33
8886,120
8887,189
8888,248
8889,256
8890,16
8891,55
8892,63
8893,97
8894,119
8895,148
8896,13
8897,24
8898,87
8899,88
8900,119
8901,189
8902,74
8903,93
8904,119
8905,169
8906,189
8907,238
8908,17
8909,22
8910,13
8911,24
8912,15
8913,31
8914,17
8915,22
8916,13
8917,24
8918,15
8919,31
8920,17
8921,15
8922,87
8923,89
8924,119
8925,136
8926,24
8927,46
8928,63
8929,85
8930,92
8931,91
8932,16
8933,24
8934,35
8935,173
8936,180
8937,259
8938,84
8939,120
8940,31
8941,36
8942,85
8943,88
8944,90
8945,91
8946,82
8947,112
8948,114
8949,120
8950,224
8951,232
8952,16
8953,36
8954,88
8955,90
8956,119
8957,192
8958,35
8959,46
8960,50
8961,80
8962,102
8963,137
8964,116
8965,120
8966,248
8967,266
8968,73
8969,80
8970,123
8971,234
8972,256
8973,63
8974,119
8975,123
8976,174
8977,189
8978,183
8979,24
8980,35
8981,36
8982,119
8983,122
8984,147
8985,14
8986,137
8987,205
8988,206
8989,227
8990,238
8991,16
8992,17
8993,13
8994,24
8995,15
8996,31
8997,16
8998,31
8999,65
9000,84
9001,98
9002,120
9003,64
9004,103
9005,177
9006,189
9007,227
9008,238
9009,15
9010,58
9011,87
9012,89
9013,91
9014,112
9015,65
9016,119
9017,192
9018,236
9019,16
9020,23
9021,24
9022,15
9023,31
9024,35
9025,16
9026,24
9027,15
9028,35
9029,63
9030,119
9031,16
9032,65
9033,91
9034,116
9035,119
9036,114
9037,43
9038,63
9039,85
9040,98
9041,119
9042,114
9043,17
9044,36
9045,43
9046,63
9047,80
9048,116
9049,16
9050,23
9051,24
9052,15
9053,31
9054,63
9055,16
9056,31
9057,94
9058,92
9059,87
9060,91
9061,4
9062,24
9063,35
9064,42
9065,63
9066,80
9067,13
9068,24
9069,15
9070,31
9071,35
9072,43
9073,16
9074,65
9075,66
9076,87
9077,88
9078,119
9079,22
9080,23
9081,15
9082,31
9083,35
9084,63
9085,27
9086,51
9087,58
9088,63
9089,49
9090,103
9091,17
9092,24
9093,15
9094,31
9095,46
9096,63
9097,43
9098,84
9099,116
9100,119
9101,120
9102,123
9103,24
9104,80
9105,86
9106,119
9107,157
9108,261
9109,16
9110,63
9111,80
9112,97
9113,117
9114,114
9115,63
9116,97
9117,115
9118,119
9119,147
9120,189
9121,24
9122,65
9123,86
9124,89
9125,82
9126,107
9127,14
9128,43
9129,63
9130,84
9131,88
9132,119
9133,50
9134,87
9135,88
9136,119
9137,122
9138,137
9139,53
9140,63
9141,81
9142,116
9143,189
9144,192
9145,16
9146,24
9147,31
9148,80
9149,85
9150,88
9151,31
9152,46
9153,63
9154,64
9155,65
9156,81
9157,64
9158,103
9159,119
9160,177
9161,189
9162,227
9163,31
9164,65
9165,84
9166,98
9167,120
9168,123
9169,11
9170,63
9171,64
9172,119
9173,136
9174,137
9175,15
9176,63
9177,80
9178,97
9179,119
9180,130
9181,17
9182,13
9183,15
9184,31
9185,35
9186,63
9187,24
9188,15
9189,35
9190,36
9191,63
9192,119
9193,16
9194,15
9195,36
9196,54
9197,63
9198,84
9199,51
9200,58
9201,63
9202,49
9203,103
9204,189
9205,45
9206,161
9207,238
9208,245
9209,249
9210,273
9211,24
9212,15
9213,35
9214,52
9215,119
9216,126
9217,5
9218,97
9219,100
9220,174
9221,189
9222,218
9223,17
9224,15
9225,87
9226,91
9227,100
9228,119
9229,13
9230,15
9231,31
9232,46
9233,63
9234,73
9235,15
9236,31
9237,35
9238,36
9239,46
9240,63
9241,86
9242,120
9243,130
9244,248
9245,266
9246,273
9247,16
9248,15
9249,84
9250,86
9251,88
9252,120
9253,16
9254,17
9255,24
9256,15
9257,31
9258,52
9259,15
9260,58
9261,87
9262,89
9263,91
9264,112
9265,107
9266,119
9267,249
9268,119
9269,189
9270,241
9271,242
9272,248
9273,261
9274,4
9275,50
9276,100
9277,107
9278,114
9279,164
9280,15
9281,31
9282,73
9283,119
9284,123
9285,122
9286,16
9287,31
9288,94
9289,92
9290,87
9291,91
9292,15
9293,84
9294,130
9295,243
9296,263
9297,256
9298,16
9299,13
9300,33
9301,42
9302,63
9303,120
9304,43
9305,50
9306,84
9307,119
9308,120
9309,166
9310,54
9311,131
9312,160
9313,189
9314,208
9315,277
9316,15
9317,119
9318,248
9319,24
9320,35
9321,63
9322,87
9323,119
9324,114
9325,15
9326,39
9327,56
9328,97
9329,119
9330,189
9331,24
9332,58
9333,63
9334,97
9335,119
9336,189
9337,58
9338,119
9339,189
9340,192
9341,184
9342,222
9343,36
9344,82
9345,98
9346,130
9347,142
9348,256
9349,23
9350,15
9351,31
9352,35
9353,52
9354,65
9355,24
9356,26
9357,15
9358,35
9359,63
9360,80
9361,17
9362,15
9363,31
9364,46
9365,50
9366,87
9367,24
9368,81
9369,104
9370,119
9371,189
9372,238
9373,35
9374,42
9375,62
9376,63
9377,81
9378,116
9379,16
9380,17
9381,13
9382,31
9383,35
9384,112
9385,84
9386,86
9387,248
9388,81
9389,90
9390,119
9391,120
9392,127
9393,189
9394,16
9395,24
9396,31
9397,35
9398,43
9399,46
9400,43
9401,63
9402,97
9403,110
9404,136
9405,152
9406,65
9407,89
9408,107
9409,119
9410,13
9411,50
9412,120
9413,137
9414,191
9415,221
9416,24
9417,65
9418,86
9419,89
9420,82
9421,107
9422,63
9423,65
9424,66
9425,80
9426,100
9427,122
9428,16
9429,13
9430,24
9431,15
9432,35
9433,63
9434,16
9435,63
9436,87
9437,119
9438,114
9439,137
9440,15
9441,119
9442,189
9443,184
9444,186
9445,238
9446,15
9447,119
9448,180
9449,189
9450,184
9451,186
9452,15
9453,31
9454,36
9455,63
9456,65
9457,50
9458,17
9459,63
9460,80
9461,81
9462,87
9463,90
9464,16
9465,43
9466,80
9467,98
9468,163
9469,238
9470,24
9471,15
9472,31
9473,36
9474,65
9475,50
9476,55
9477,58
9478,50
9479,80
9480,119
9481,120
9482,13
9483,31
9484,46
9485,63
9486,65
9487,94
9488,16
9489,63
9490,119
9491,121
9492,137
9493,189
9494,24
9495,81
9496,88
9497,117
9498,119
9499,123
9500,15
9501,35
9502,63
9503,64
9504,84
9505,80
9506,5
9507,63
9508,97
9509,119
9510,189
9511,184
9512,16
9513,24
9514,42
9515,43
9516,65
9517,80
9518,16
9519,63
9520,119
9521,189
9522,63
9523,65
9524,94
9525,90
9526,97
9527,107
9528,16
9529,24
9530,15
9531,31
9532,35
9533,43
9534,15
9535,31
9536,86
9537,83
9538,119
9539,114
9540,234
9541,238
9542,241
9543,263
9544,256
9545,269
9546,24
9547,15
9548,63
9549,85
9550,126
9551,167
9552,80
9553,88
9554,120
9555,107
9556,119
9557,249
9558,86
9559,232
9560,273
9561,24
9562,65
9563,86
9564,89
9565,82
9566,107
9567,24
9568,84
9569,86
9570,110
9571,119
9572,189
9573,63
9574,65
9575,50
9576,110
9577,120
9578,192
9579,13
9580,29
9581,15
9582,31
9583,63
9584,86
9585,16
9586,24
9587,88
9588,91
9589,114
9590,158
9591,13
9592,15
9593,31
9594,94
9595,87
9596,119
9597,16
9598,35
9599,107
9600,119
9601,122
9602,166
9603,16
9604,13
9605,15
9606,31
9607,80
9608,87
9609,17
9610,33
9611,36
9612,41
9613,73
9614,119
9615,16
9616,88
9617,220
9618,256
9619,257
9620,15
9621,46
9622,102
9623,119
9624,173
9625,204
9626,13
9627,63
9628,65
9629,50
9630,88
9631,114
9632,16
9633,13
9634,86
9635,119
9636,241
9637,264
9638,13
9639,24
9640,31
9641,35
9642,63
9643,90
9644,17
9645,15
9646,94
9647,91
9648,123
9649,137
9650,13
9651,24
9652,35
9653,65
9654,85
9655,86
9656,16
9657,31
9658,35
9659,46
9660,80
9661,94
9662,13
9663,24
9664,15
9665,35
9666,43
9667,87
9668,15
9669,35
9670,87
9671,88
9672,91
9673,114
9674,107
9675,120
9676,122
9677,256
9678,269
9679,16
9680,13
9681,24
9682,86
9683,119
9684,241
9685,17
9686,43
9687,84
9688,87
9689,119
9690,123
9691,36
9692,64
9693,72
9694,116
9695,119
9696,120
9697,24
9698,43
9699,63
9700,50
9701,92
9702,119
9703,116
9704,119
9705,114
9706,189
9707,184
9708,227
9709,86
9710,235
9711,256
9712,16
9713,119
9714,167
9715,189
9716,238
9717,259
9718,9
9719,35
9720,65
9721,66
9722,80
9723,85
9724,17
9725,15
9726,31
9727,43
9728,62
9729,87
9730,17
9731,24
9732,15
9733,31
9734,35
9735,94
9736,36
9737,46
9738,84
9739,80
9740,88
9741,91
9742,16
9743,31
9744,43
9745,88
9746,90
9747,91
9748,16
9749,15
9750,64
9751,81
9752,102
9753,119
9754,15
9755,31
9756,34
9757,35
9758,58
9759,61
9760,89
9761,162
9762,264
9763,17
9764,13
9765,15
9766,73
9767,87
9768,91
9769,39
9770,56
9771,65
9772,105
9773,119
9774,189
9775,16
9776,15
9777,35
9778,63
9779,80
9780,87
9781,16
9782,24
9783,15
9784,33
9785,35
9786,41
9787,20
9788,33
9789,41
9790,63
9791,73
9792,94
9793,13
9794,24
9795,26
9796,15
9797,35
9798,88
9799,13
9800,24
9801,63
9802,84
9803,117
9804,119
9805,15
9806,43
9807,63
9808,80
9809,81
9810,90
9811,43
9812,46
9813,83
9814,112
9815,119
9816,114
9817,35
9818,119
9819,123
9820,189
9821,206
9822,234
9823,24
9824,35
9825,36
9826,63
9827,64
9828,84
9829,35
9830,120
9831,232
9832,269
9833,32
9834,117
9835,131
9836,169
9837,189
9838,184
9839,33
9840,63
9841,73
9842,107
9843,119
9844,182
9845,13
9846,46
9847,119
9848,137
9849,189
9850,238
9851,120
9852,266
9853,273
9854,33
9855,123
9856,122
9857,166
9858,234
9859,238
9860,65
9861,86
9862,24
9863,15
9864,31
9865,46
9866,94
9867,85
9868,228
9869,241
9870,242
9871,248
9872,80
9873,90
9874,119
9875,120
9876,123
9877,166
9878,119
9879,123
9880,243
9881,256
9882,24
9883,15
9884,33
9885,41
9886,63
9887,73
9888,84
9889,80
9890,147
9891,189
9892,206
9893,234
9894,16
9895,13
9896,24
9897,15
9898,35
9899,63
9900,22
9901,13
9902,15
9903,35
9904,55
9905,63
9906,63
9907,138
9908,154
9909,174
9910,189
9911,184
9912,63
9913,94
9914,107
9915,116
9916,119
9917,122
9918,50
9919,156
9920,234
9921,261
9922,63
9923,97
9924,119
9925,189
9926,192
9927,206
9928,33
9929,41
9930,73
9931,87
9932,119
9933,128
9934,63
9935,84
9936,80
9937,119
9938,137
9939,192
9940,65
9941,86
9942,88
9943,120
9944,43
9945,63
9946,80
9947,107
9948,119
9949,114
9950,46
9951,119
9952,189
9953,185
9954,183
9955,236
9956,16
9957,24
9958,15
9959,35
9960,63
9961,87
9962,13
9963,29
9964,15
9965,31
9966,63
9967,86
9968,16
9969,24
9970,35
9971,43
9972,63
9973,84
9974,16
9975,24
9976,35
9977,43
9978,46
9979,63
9980,84
9981,88
9982,120
9983,220
9984,238
9985,256
9986,36
9987,43
9988,63
9989,80
9990,116
9991,166
9992,15
9993,35
9994,43
9995,94
9996,86
9997,220
9998,15
9999,35
10000,84
10001,231
10002,238
10003,243
10004,33
10005,119
10006,123
10007,243
10008,256
10009,35
10010,63
10011,85
10012,116
10013,119
10014,121
10015,13
10016,24
10017,15
10018,35
10019,43
10020,87
10021,17
10022,24
10023,35
10024,114
10025,130
10026,137
10027,16
10028,31
10029,35
10030,46
10031,80
10032,94
10033,4
10034,119
10035,182
10036,192
10037,196
10038,238
10039,16
10040,24
10041,15
10042,31
10043,43
10044,84
10045,16
10046,24
10047,84
10048,90
10049,91
10050,83
10051,119
10052,248
10053,249
10054,16
10055,88
10056,90
10057,204
10058,232
10059,238
10060,16
10061,13
10062,63
10063,87
10064,88
10065,119
10066,24
10067,15
10068,43
10069,117
10070,119
10071,189
10072,31
10073,43
10074,80
10075,88
10076,90
10077,83
10078,24
10079,35
10080,63
10081,65
10082,80
10083,116
10084,24
10085,34
10086,35
10087,80
10088,86
10089,81
10090,58
10091,62
10092,63
10093,65
10094,66
10095,81
10096,58
10097,62
10098,63
10099,64
10100,97
10101,119
10102,16
10103,15
10104,89
10105,83
10106,119
10107,114
10108,17
10109,13
10110,35
10111,46
10112,63
10113,72
10114,97
10115,119
10116,189
10117,184
10118,206
10119,211
10120,24
10121,15
10122,35
10123,85
10124,86
10125,87
10126,63
10127,189
10128,238
10129,273
10130,15
10131,63
10132,64
10133,50
10134,102
10135,189
10136,16
10137,13
10138,24
10139,35
10140,63
10141,80
10142,54
10143,67
10144,76
10145,97
10146,131
10147,189
10148,217
10149,238
10150,241
10151,256
10152,50
10153,84
10154,85
10155,81
10156,88
10157,90
10158,80
10159,107
10160,114
10161,120
10162,130
10163,139
10164,17
10165,15
10166,31
10167,36
10168,63
10169,65
10170,13
10171,35
10172,36
10173,52
10174,87
10175,119
10176,24
10177,15
10178,31
10179,35
10180,52
10181,65
10182,39
10183,53
10184,62
10185,63
10186,84
10187,97
10188,63
10189,119
10190,123
10191,174
10192,189
10193,183
10194,65
10195,94
10196,87
10197,116
10198,114
10199,120
10200,43
10201,120
10202,269
10203,15
10204,31
10205,119
10206,130
10207,142
10208,189
10209,86
10210,120
10211,248
10212,273
10213,15
10214,31
10215,119
10216,130
10217,142
10218,189
10219,13
10220,24
10221,15
10222,35
10223,46
10224,84
10225,166
10226,234
10227,238
10228,256
10229,269
10230,24
10231,58
10232,63
10233,48
10234,86
10235,119
10236,31
10237,35
10238,80
10239,87
10240,88
10241,91
10242,13
10243,24
10244,63
10245,85
10246,87
10247,88
10248,15
10249,119
10250,120
10251,261
10252,273
10253,274
10254,16
10255,17
10256,24
10257,15
10258,80
10259,86
10260,43
10261,90
10262,83
10263,120
10264,123
10265,137
10266,15
10267,35
10268,36
10269,63
10270,50
10271,84
10272,17
10273,15
10274,31
10275,36
10276,63
10277,65
10278,123
10279,232
10280,256
10281,16
10282,11
10283,24
10284,27
10285,34
10286,63
10287,63
10288,84
10289,90
10290,116
10291,119
10292,192
10293,31
10294,94
10295,87
10296,91
10297,114
10298,189
10299,16
10300,13
10301,24
10302,31
10303,98
10304,120
10305,13
10306,24
10307,68
10308,87
10309,102
10310,130
10311,24
10312,15
10313,80
10314,119
10315,114
10316,209
10317,53
10318,116
10319,119
10320,123
10321,189
10322,227
10323,15
10324,43
10325,84
10326,81
10327,88
10328,189
10329,24
10330,15
10331,36
10332,87
10333,119
10334,123
10335,43
10336,84
10337,80
10338,88
10339,120
10340,123
10341,59
10342,89
10343,189
10344,206
10345,238
10346,248
10347,61
10348,63
10349,84
10350,80
10351,82
10352,116
10353,24
10354,15
10355,52
10356,63
10357,100
10358,102
10359,17
10360,24
10361,15
10362,33
10363,35
10364,52
10365,17
10366,36
10367,63
10368,85
10369,86
10370,87
10371,17
10372,15
10373,31
10374,36
10375,63
10376,65
10377,116
10378,119
10379,120
10380,166
10381,238
10382,241
10383,33
10384,64
10385,248
10386,43
10387,107
10388,116
10389,119
10390,120
10391,192
10392,63
10393,119
10394,189
10395,193
10396,238
10397,241
10398,16
10399,15
10400,58
10401,62
10402,63
10403,65
10404,63
10405,189
10406,193
10407,238
10408,241
10409,4
10410,53
10411,63
10412,166
10413,192
10414,218
10415,63
10416,84
10417,87
10418,98
10419,119
10420,180
10421,4
10422,36
10423,139
10424,166
10425,189
10426,238
10427,15
10428,31
10429,119
10430,130
10431,142
10432,189
10433,43
10434,84
10435,80
10436,81
10437,115
10438,114
10439,16
10440,35
10441,63
10442,84
10443,94
10444,92
10445,16
10446,13
10447,119
10448,162
10449,260
10450,253
10451,86
10452,88
10453,136
10454,248
10455,31
10456,65
10457,84
10458,94
10459,98
10460,123
10461,24
10462,31
10463,63
10464,65
10465,80
10466,86
10467,90
10468,116
10469,119
10470,128
10471,192
10472,238
10473,13
10474,24
10475,15
10476,31
10477,35
10478,43
10479,13
10480,15
10481,31
10482,35
10483,36
10484,85
10485,84
10486,88
10487,119
10488,264
10489,35
10490,43
10491,50
10492,83
10493,107
10494,119
10495,16
10496,15
10497,31
10498,35
10499,62
10500,63
10501,17
10502,46
10503,92
10504,119
10505,114
10506,137
10507,24
10508,15
10509,31
10510,63
10511,84
10512,97
10513,90
10514,119
10515,189
10516,238
10517,248
10518,256
10519,64
10520,189
10521,102
10522,119
10523,169
10524,180
10525,206
10526,209
10527,15
10528,65
10529,83
10530,119
10531,114
10532,147
10533,16
10534,15
10535,31
10536,64
10537,49
10538,97
10539,53
10540,84
10541,94
10542,119
10543,189
10544,194
10545,43
10546,84
10547,120
10548,123
10549,220
10550,232
10551,13
10552,24
10553,31
10554,35
10555,94
10556,114
10557,35
10558,40
10559,58
10560,62
10561,63
10562,84
10563,4
10564,13
10565,24
10566,36
10567,58
10568,75
10569,35
10570,86
10571,221
10572,232
10573,238
10574,249
10575,15
10576,32
10577,39
10578,56
10579,63
10580,87
10581,16
10582,13
10583,15
10584,58
10585,62
10586,63
10587,80
10588,120
10589,238
10590,256
10591,15
10592,31
10593,35
10594,63
10595,119
10596,164
10597,35
10598,84
10599,86
10600,256
10601,272
10602,58
10603,64
10604,102
10605,119
10606,137
10607,180
10608,33
10609,86
10610,120
10611,123
10612,248
10613,22
10614,24
10615,35
10616,46
10617,63
10618,50
10619,31
10620,46
10621,63
10622,65
10623,94
10624,87
10625,43
10626,63
10627,65
10628,86
10629,119
10630,120
10631,63
10632,119
10633,114
10634,189
10635,184
10636,227
10637,24
10638,63
10639,119
10640,157
10641,256
10642,63
10643,87
10644,119
10645,189
10646,227
10647,229
10648,84
10649,90
10650,110
10651,119
10652,157
10653,192
10654,24
10655,33
10656,46
10657,63
10658,84
10659,87
10660,4
10661,84
10662,232
10663,235
10664,238
10665,248
10666,4
10667,84
10668,97
10669,100
10670,119
10671,147
10672,15
10673,35
10674,85
10675,86
10676,88
10677,119
10678,24
10679,33
10680,63
10681,84
10682,81
10683,90
10684,16
10685,15
10686,31
10687,46
10688,63
10689,94
10690,16
10691,24
10692,15
10693,31
10694,35
10695,43
10696,43
10697,85
10698,87
10699,88
10700,89
10701,83
10702,107
10703,147
10704,232
10705,238
10706,241
10707,251
10708,40
10709,88
10710,138
10711,182
10712,238
10713,256
10714,63
10715,113
10716,154
10717,189
10718,192
10719,193
10720,38
10721,39
10722,84
10723,136
10724,189
10725,238
10726,84
10727,86
10728,92
10729,119
10730,123
10731,122
10732,13
10733,24
10734,15
10735,31
10736,36
10737,91
10738,35
10739,63
10740,116
10741,119
10742,189
10743,192
10744,63
10745,80
10746,119
10747,189
10748,191
10749,248
10750,35
10751,43
10752,80
10753,90
10754,83
10755,119
10756,13
10757,15
10758,31
10759,46
10760,63
10761,73
10762,63
10763,90
10764,116
10765,119
10766,120
10767,157
10768,4
10769,36
10770,63
10771,84
10772,87
10773,83
10774,13
10775,63
10776,65
10777,84
10778,119
10779,189
10780,13
10781,35
10782,90
10783,119
10784,147
10785,170
10786,24
10787,31
10788,36
10789,63
10790,86
10791,83
10792,63
10793,80
10794,85
10795,87
10796,91
10797,119
10798,13
10799,24
10800,80
10801,86
10802,88
10803,119
10804,24
10805,46
10806,102
10807,119
10808,137
10809,177
10810,23
10811,13
10812,24
10813,15
10814,31
10815,63
10816,119
10817,238
10818,241
10819,256
10820,266
10821,16
10822,58
10823,64
10824,97
10825,119
10826,189
10827,39
10828,138
10829,227
10830,248
10831,264
10832,50
10833,97
10834,119
10835,169
10836,189
10837,184
10838,16
10839,24
10840,15
10841,31
10842,43
10843,80
10844,16
10845,88
10846,90
10847,204
10848,232
10849,238
10850,120
10851,232
10852,264
10853,269
10854,119
10855,123
10856,122
10857,167
10858,174
10859,189
10860,63
10861,119
10862,138
10863,189
10864,192
10865,193
10866,16
10867,13
10868,43
10869,63
10870,80
10871,90
10872,35
10873,63
10874,119
10875,189
10876,192
10877,234
10878,88
10879,114
10880,123
10881,147
10882,145
10883,180
10884,13
10885,15
10886,31
10887,35
10888,94
10889,87
10890,63
10891,119
10892,161
10893,189
10894,238
10895,276
10896,24
10897,63
10898,65
10899,157
10900,261
10901,17
10902,15
10903,31
10904,36
10905,63
10906,65
10907,16
10908,120
10909,238
10910,241
10911,248
10912,45
10913,229
10914,97
10915,119
10916,179
10917,189
10918,206
10919,217
10920,58
10921,97
10922,119
10923,137
10924,177
10925,180
10926,63
10927,65
10928,119
10929,232
10930,238
10931,256
10932,84
10933,86
10934,92
10935,119
10936,123
10937,122
10938,24
10939,42
10940,58
10941,62
10942,63
10943,84
10944,35
10945,36
10946,43
10947,80
10948,85
10949,96
10950,24
10951,15
10952,34
10953,62
10954,63
10955,97
10956,16
10957,35
10958,62
10959,63
10960,85
10961,81
10962,15
10963,31
10964,63
10965,81
10966,90
10967,119
10968,63
10969,97
10970,119
10971,123
10972,189
10973,227
10974,16
10975,24
10976,15
10977,31
10978,65
10979,98
10980,24
10981,35
10982,119
10983,123
10984,35
10985,63
10986,50
10987,97
10988,119
10989,114
10990,86
10991,273
10992,31
10993,33
10994,41
10995,65
10996,66
10997,119
10998,13
10999,63
11000,81
11001,90
11002,97
11003,131
11004,17
11005,25
11006,26
11007,29
11008,15
11009,30
11010,86
11011,88
11012,241
11013,242
11014,273
11015,13
11016,24
11017,44
11018,46
11019,63
11020,102
11021,16
11022,92
11023,87
11024,97
11025,119
11026,114
11027,50
11028,97
11029,119
11030,169
11031,189
11032,184
11033,16
11034,41
11035,63
11036,73
11037,84
11038,80
11039,16
11040,63
11041,84
11042,80
11043,85
11044,86
11045,4
11046,13
11047,94
11048,87
11049,137
11050,189
11051,17
11052,15
11053,31
11054,36
11055,63
11056,65
11057,4
11058,16
11059,53
11060,166
11061,238
11062,241
11063,24
11064,46
11065,58
11066,63
11067,97
11068,102
11069,80
11070,90
11071,196
11072,232
11073,234
11074,256
11075,15
11076,35
11077,63
11078,64
11079,119
11080,173
11081,119
11082,189
11083,24
11084,26
11085,15
11086,31
11087,65
11088,80
11089,54
11090,68
11091,131
11092,189
11093,206
11094,207
11095,24
11096,50
11097,87
11098,100
11099,119
11100,126
11101,24
11102,36
11103,65
11104,84
11105,86
11106,82
11107,13
11108,63
11109,98
11110,117
11111,118
11112,180
11113,16
11114,24
11115,50
11116,80
11117,98
11118,119
11119,24
11120,220
11121,232
11122,239
11123,263
11124,256
11125,16
11126,84
11127,80
11128,119
11129,192
11130,232
11131,16
11132,24
11133,58
11134,63
11135,85
11136,86
11137,24
11138,35
11139,147
11140,145
11141,180
11142,189
11143,84
11144,88
11145,120
11146,17
11147,15
11148,43
11149,84
11150,120
11151,123
11152,24
11153,35
11154,86
11155,91
11156,112
11157,119
11158,16
11159,24
11160,84
11161,119
11162,189
11163,234
11164,32
11165,58
11166,97
11167,119
11168,138
11169,174
11170,87
11171,119
11172,121
11173,123
11174,122
11175,189
11176,161
11177,192
11178,234
11179,245
11180,273
11181,276
11182,17
11183,24
11184,36
11185,55
11186,46
11187,85
11188,92
11189,90
11190,91
11191,119
11192,166
11193,234
11194,16
11195,15
11196,63
11197,84
11198,90
11199,189
11200,16
11201,24
11202,35
11203,64
11204,119
11205,147
11206,63
11207,84
11208,189
11209,238
11210,256
11211,16
11212,15
11213,63
11214,94
11215,87
11216,88
11217,92
11218,119
11219,234
11220,119
11221,123
11222,189
11223,234
11224,241
11225,242
11226,24
11227,36
11228,65
11229,84
11230,82
11231,90
11232,65
11233,120
11234,234
11235,16
11236,15
11237,35
11238,39
11239,63
11240,87
11241,14
11242,15
11243,64
11244,81
11245,189
11246,227
11247,24
11248,35
11249,39
11250,63
11251,80
11252,98
11253,15
11254,31
11255,33
11256,63
11257,94
11258,122
11259,16
11260,17
11261,23
11262,13
11263,15
11264,31
11265,24
11266,36
11267,65
11268,84
11269,82
11270,90
11271,16
11272,46
11273,98
11274,119
11275,189
11276,229
11277,13
11278,88
11279,89
11280,119
11281,166
11282,241
11283,16
11284,15
11285,62
11286,63
11287,81
11288,90
11289,42
11290,63
11291,80
11292,90
11293,120
11294,196
11295,15
11296,84
11297,94
11298,87
11299,90
11300,163
11301,17
11302,15
11303,35
11304,36
11305,87
11306,88
11307,62
11308,63
11309,65
11310,84
11311,110
11312,119
11313,17
11314,24
11315,15
11316,33
11317,36
11318,41
11319,137
11320,261
11321,256
11322,4
11323,15
11324,33
11325,41
11326,63
11327,73
11328,24
11329,31
11330,84
11331,94
11332,86
11333,87
11334,84
11335,119
11336,189
11337,184
11338,227
11339,238
11340,35
11341,36
11342,83
11343,119
11344,261
11345,263
11346,16
11347,84
11348,123
11349,130
11350,142
11351,182
11352,15
11353,65
11354,83
11355,119
11356,114
11357,147
11358,84
11359,90
11360,110
11361,119
11362,157
11363,192
11364,58
11365,86
11366,120
11367,248
11368,13
11369,31
11370,35
11371,46
11372,84
11373,85
11374,15
11375,46
11376,88
11377,168
11378,229
11379,238
11380,84
11381,120
11382,232
11383,241
11384,248
11385,16
11386,24
